site_id,lot_id,node,cell,covered
existing_site_1,lot_222,5G,cell_3,1
existing_site_1,lot_223,4G,cell_1,1
existing_site_1,lot_223,5G,cell_1,1
existing_site_1,lot_224,4G,cell_2,1
existing_site_1,lot_224,5G,cell_2,1
existing_site_1,lot_225,4G,cell_3,1
existing_site_1,lot_225,5G,cell_3,1
existing_site_1,lot_226,4G,cell_1,1
existing_site_1,lot_226,5G,cell_1,1
existing_site_1,lot_227,4G,cell_2,1
existing_site_1,lot_227,5G,cell_2,1
existing_site_1,lot_229,4G,cell_3,1
existing_site_1,lot_229,5G,cell_3,1
existing_site_1,lot_230,4G,cell_1,1
existing_site_1,lot_230,5G,cell_1,1
existing_site_1,lot_231,4G,cell_2,1
existing_site_1,lot_231,5G,cell_2,1
existing_site_1,lot_251,4G,cell_3,1
existing_site_1,lot_251,5G,cell_3,1
existing_site_1,lot_254,4G,cell_1,1
existing_site_1,lot_254,5G,cell_1,1
existing_site_1,lot_255,4G,cell_2,1
existing_site_1,lot_255,5G,cell_2,1
existing_site_1,lot_256,4G,cell_3,1
existing_site_1,lot_256,5G,cell_3,1
existing_site_1,lot_257,4G,cell_1,1
existing_site_1,lot_257,5G,cell_1,1
existing_site_1,lot_258,4G,cell_2,1
existing_site_1,lot_258,5G,cell_2,1
existing_site_1,lot_259,4G,cell_3,1
existing_site_1,lot_259,5G,cell_3,1
existing_site_1,lot_260,4G,cell_1,1
existing_site_1,lot_260,5G,cell_1,1
existing_site_1,lot_261,4G,cell_2,1
existing_site_1,lot_261,5G,cell_2,1
existing_site_1,lot_262,4G,cell_3,1
existing_site_1,lot_262,5G,cell_3,1
existing_site_1,lot_263,4G,cell_1,1
existing_site_1,lot_263,5G,cell_1,1
existing_site_1,lot_283,4G,cell_2,1
existing_site_1,lot_283,5G,cell_2,1
existing_site_1,lot_285,4G,cell_3,1
existing_site_1,lot_285,5G,cell_3,1
existing_site_1,lot_286,4G,cell_1,1
existing_site_1,lot_286,5G,cell_1,1
existing_site_1,lot_288,4G,cell_2,1
existing_site_1,lot_288,5G,cell_2,1
existing_site_1,lot_289,4G,cell_3,1
existing_site_1,lot_289,5G,cell_3,1
existing_site_1,lot_290,4G,cell_1,1
existing_site_1,lot_290,5G,cell_1,1
existing_site_1,lot_291,4G,cell_2,1
existing_site_1,lot_291,5G,cell_2,1
existing_site_1,lot_292,4G,cell_3,1
existing_site_1,lot_292,5G,cell_3,1
existing_site_1,lot_294,4G,cell_1,1
existing_site_1,lot_294,5G,cell_1,1
existing_site_1,lot_295,4G,cell_2,1
existing_site_1,lot_295,5G,cell_2,1
existing_site_1,lot_297,4G,cell_3,1
existing_site_1,lot_297,5G,cell_3,1
existing_site_1,lot_317,4G,cell_1,1
existing_site_1,lot_317,5G,cell_1,1
existing_site_1,lot_318,4G,cell_2,1
existing_site_1,lot_318,5G,cell_2,1
existing_site_1,lot_323,4G,cell_3,1
existing_site_1,lot_323,5G,cell_3,1
existing_site_1,lot_324,4G,cell_1,1
existing_site_1,lot_324,5G,cell_1,1
existing_site_1,lot_325,4G,cell_2,1
existing_site_1,lot_325,5G,cell_2,1
existing_site_1,lot_326,4G,cell_3,1
existing_site_1,lot_326,5G,cell_3,1
existing_site_1,lot_329,4G,cell_1,1
existing_site_1,lot_329,5G,cell_1,1
existing_site_1,lot_330,4G,cell_2,1
existing_site_1,lot_330,5G,cell_2,1
existing_site_1,lot_350,4G,cell_3,1
existing_site_1,lot_350,5G,cell_3,1
existing_site_1,lot_351,4G,cell_1,1
existing_site_1,lot_351,5G,cell_1,1
existing_site_1,lot_352,4G,cell_2,1
existing_site_1,lot_352,5G,cell_2,1
existing_site_1,lot_353,4G,cell_3,1
existing_site_1,lot_353,5G,cell_3,1
existing_site_1,lot_354,4G,cell_1,1
existing_site_1,lot_354,5G,cell_1,1
existing_site_1,lot_355,4G,cell_2,1
existing_site_1,lot_355,5G,cell_2,1
existing_site_1,lot_356,4G,cell_3,1
existing_site_1,lot_356,5G,cell_3,1
existing_site_1,lot_357,4G,cell_1,1
existing_site_1,lot_357,5G,cell_1,1
existing_site_1,lot_358,4G,cell_2,1
existing_site_1,lot_358,5G,cell_2,1
existing_site_1,lot_359,4G,cell_3,1
existing_site_1,lot_359,5G,cell_3,1
existing_site_1,lot_360,4G,cell_1,1
existing_site_1,lot_360,5G,cell_1,1
existing_site_1,lot_362,4G,cell_2,1
existing_site_1,lot_362,5G,cell_2,1
existing_site_1,lot_363,4G,cell_3,1
existing_site_1,lot_363,5G,cell_3,1
existing_site_1,lot_385,4G,cell_1,1
existing_site_1,lot_385,5G,cell_1,1
existing_site_1,lot_386,4G,cell_2,1
existing_site_1,lot_386,5G,cell_2,1
existing_site_1,lot_387,4G,cell_3,1
existing_site_1,lot_387,5G,cell_3,1
existing_site_1,lot_388,4G,cell_1,1
existing_site_1,lot_388,5G,cell_1,1
existing_site_1,lot_389,4G,cell_2,1
existing_site_1,lot_389,5G,cell_2,1
existing_site_1,lot_390,4G,cell_3,1
existing_site_1,lot_390,5G,cell_3,1
existing_site_1,lot_391,4G,cell_1,1
existing_site_1,lot_391,5G,cell_1,1
existing_site_1,lot_392,4G,cell_2,1
existing_site_1,lot_392,5G,cell_2,1
existing_site_1,lot_393,4G,cell_3,1
existing_site_1,lot_393,5G,cell_3,1
existing_site_1,lot_394,4G,cell_1,1
existing_site_1,lot_394,5G,cell_1,1
existing_site_1,lot_395,4G,cell_2,1
existing_site_1,lot_395,5G,cell_2,1
existing_site_1,lot_396,4G,cell_3,1
existing_site_1,lot_396,5G,cell_3,1
existing_site_1,lot_418,4G,cell_1,1
existing_site_1,lot_418,5G,cell_1,1
existing_site_1,lot_419,4G,cell_2,1
existing_site_1,lot_419,5G,cell_2,1
existing_site_1,lot_420,4G,cell_3,1
existing_site_1,lot_420,5G,cell_3,1
existing_site_1,lot_422,4G,cell_1,1
existing_site_1,lot_422,5G,cell_1,1
existing_site_1,lot_423,4G,cell_2,1
existing_site_1,lot_423,5G,cell_2,1
existing_site_1,lot_424,4G,cell_3,1
existing_site_1,lot_424,5G,cell_3,1
existing_site_1,lot_425,4G,cell_1,1
existing_site_1,lot_425,5G,cell_1,1
existing_site_1,lot_428,4G,cell_2,1
existing_site_1,lot_428,5G,cell_2,1
existing_site_1,lot_429,4G,cell_3,1
existing_site_1,lot_429,5G,cell_3,1
existing_site_1,lot_452,4G,cell_1,1
existing_site_1,lot_452,5G,cell_1,1
existing_site_1,lot_453,4G,cell_2,1
existing_site_1,lot_453,5G,cell_2,1
existing_site_1,lot_456,4G,cell_3,1
existing_site_1,lot_456,5G,cell_3,1
existing_site_1,lot_457,4G,cell_1,1
existing_site_1,lot_457,5G,cell_1,1
existing_site_1,lot_459,4G,cell_2,1
existing_site_1,lot_459,5G,cell_2,1
existing_site_1,lot_460,4G,cell_3,1
existing_site_1,lot_460,5G,cell_3,1
existing_site_1,lot_461,4G,cell_1,1
existing_site_1,lot_461,5G,cell_1,1
existing_site_1,lot_462,4G,cell_2,1
existing_site_1,lot_462,5G,cell_2,1
existing_site_1,lot_486,4G,cell_3,1
existing_site_1,lot_486,5G,cell_3,1
existing_site_1,lot_487,4G,cell_1,1
existing_site_1,lot_487,5G,cell_1,1
existing_site_1,lot_489,4G,cell_2,1
existing_site_1,lot_489,5G,cell_2,1
existing_site_1,lot_490,4G,cell_3,1
existing_site_1,lot_490,5G,cell_3,1
existing_site_1,lot_492,4G,cell_1,1
existing_site_1,lot_492,5G,cell_1,1
existing_site_1,lot_493,4G,cell_2,1
existing_site_1,lot_493,5G,cell_2,1
existing_site_1,lot_494,4G,cell_3,1
existing_site_1,lot_494,5G,cell_3,1
existing_site_1,lot_495,4G,cell_1,1
existing_site_1,lot_495,5G,cell_1,1
existing_site_1,lot_521,4G,cell_2,1
existing_site_1,lot_521,5G,cell_2,1
existing_site_1,lot_522,4G,cell_3,1
existing_site_1,lot_522,5G,cell_3,1
existing_site_1,lot_523,4G,cell_1,1
existing_site_1,lot_523,5G,cell_1,1
existing_site_1,lot_525,4G,cell_2,1
existing_site_1,lot_525,5G,cell_2,1
existing_site_1,lot_526,4G,cell_3,1
existing_site_1,lot_526,5G,cell_3,1
existing_site_1,lot_527,4G,cell_1,1
existing_site_1,lot_527,5G,cell_1,1
existing_site_1,lot_528,4G,cell_2,1
existing_site_1,lot_528,5G,cell_2,1
existing_site_1,lot_558,4G,cell_3,1
existing_site_1,lot_558,5G,cell_3,1
existing_site_2,lot_21,4G,cell_1,1
existing_site_2,lot_21,5G,cell_1,1
existing_site_2,lot_22,4G,cell_2,1
existing_site_2,lot_22,5G,cell_2,1
existing_site_2,lot_23,4G,cell_3,1
existing_site_2,lot_23,5G,cell_3,1
existing_site_2,lot_24,4G,cell_1,1
existing_site_2,lot_24,5G,cell_1,1
existing_site_2,lot_25,4G,cell_2,1
existing_site_2,lot_25,5G,cell_2,1
existing_site_2,lot_26,4G,cell_3,1
existing_site_2,lot_26,5G,cell_3,1
existing_site_2,lot_27,4G,cell_1,1
existing_site_2,lot_27,5G,cell_1,1
existing_site_2,lot_28,4G,cell_2,1
existing_site_2,lot_28,5G,cell_2,1
existing_site_2,lot_30,4G,cell_3,1
existing_site_2,lot_30,5G,cell_3,1
existing_site_2,lot_31,4G,cell_1,1
existing_site_2,lot_31,5G,cell_1,1
existing_site_2,lot_32,4G,cell_2,1
existing_site_2,lot_32,5G,cell_2,1
existing_site_2,lot_33,4G,cell_3,1
existing_site_2,lot_33,5G,cell_3,1
existing_site_2,lot_54,4G,cell_1,1
existing_site_2,lot_54,5G,cell_1,1
existing_site_2,lot_56,4G,cell_2,1
existing_site_2,lot_56,5G,cell_2,1
existing_site_2,lot_57,4G,cell_3,1
existing_site_2,lot_57,5G,cell_3,1
existing_site_2,lot_58,4G,cell_1,1
existing_site_2,lot_58,5G,cell_1,1
existing_site_2,lot_60,4G,cell_2,1
existing_site_2,lot_60,5G,cell_2,1
existing_site_2,lot_61,4G,cell_3,1
existing_site_2,lot_61,5G,cell_3,1
existing_site_2,lot_63,4G,cell_1,1
existing_site_2,lot_63,5G,cell_1,1
existing_site_2,lot_64,4G,cell_2,1
existing_site_2,lot_64,5G,cell_2,1
existing_site_2,lot_65,4G,cell_3,1
existing_site_2,lot_65,5G,cell_3,1
existing_site_2,lot_86,4G,cell_1,1
existing_site_2,lot_86,5G,cell_1,1
existing_site_2,lot_88,4G,cell_2,1
existing_site_2,lot_88,5G,cell_2,1
existing_site_2,lot_89,4G,cell_3,1
existing_site_2,lot_89,5G,cell_3,1
existing_site_2,lot_92,4G,cell_1,1
existing_site_2,lot_92,5G,cell_1,1
existing_site_2,lot_93,4G,cell_2,1
existing_site_2,lot_93,5G,cell_2,1
existing_site_2,lot_94,4G,cell_3,1
existing_site_2,lot_94,5G,cell_3,1
existing_site_2,lot_97,4G,cell_1,1
existing_site_2,lot_97,5G,cell_1,1
existing_site_2,lot_98,4G,cell_2,1
existing_site_2,lot_98,5G,cell_2,1
existing_site_2,lot_99,4G,cell_3,1
existing_site_2,lot_99,5G,cell_3,1
existing_site_2,lot_120,4G,cell_1,1
existing_site_2,lot_120,5G,cell_1,1
existing_site_2,lot_121,4G,cell_2,1
existing_site_2,lot_121,5G,cell_2,1
existing_site_2,lot_122,4G,cell_3,1
existing_site_2,lot_122,5G,cell_3,1
existing_site_2,lot_123,4G,cell_1,1
existing_site_2,lot_123,5G,cell_1,1
existing_site_2,lot_125,4G,cell_2,1
existing_site_2,lot_125,5G,cell_2,1
existing_site_2,lot_126,4G,cell_3,1
existing_site_2,lot_126,5G,cell_3,1
existing_site_2,lot_128,4G,cell_1,1
existing_site_2,lot_128,5G,cell_1,1
existing_site_2,lot_129,4G,cell_2,1
existing_site_2,lot_129,5G,cell_2,1
existing_site_2,lot_130,4G,cell_3,1
existing_site_2,lot_130,5G,cell_3,1
existing_site_2,lot_131,4G,cell_1,1
existing_site_2,lot_131,5G,cell_1,1
existing_site_2,lot_132,4G,cell_2,1
existing_site_2,lot_132,5G,cell_2,1
existing_site_2,lot_153,4G,cell_3,1
existing_site_2,lot_153,5G,cell_3,1
existing_site_2,lot_155,4G,cell_1,1
existing_site_2,lot_155,5G,cell_1,1
existing_site_2,lot_156,4G,cell_2,1
existing_site_2,lot_156,5G,cell_2,1
existing_site_2,lot_157,4G,cell_3,1
existing_site_2,lot_157,5G,cell_3,1
existing_site_2,lot_158,4G,cell_1,1
existing_site_2,lot_158,5G,cell_1,1
existing_site_2,lot_159,4G,cell_2,1
existing_site_2,lot_159,5G,cell_2,1
existing_site_2,lot_160,4G,cell_3,1
existing_site_2,lot_160,5G,cell_3,1
existing_site_2,lot_162,4G,cell_1,1
existing_site_2,lot_162,5G,cell_1,1
existing_site_2,lot_163,4G,cell_2,1
existing_site_2,lot_163,5G,cell_2,1
existing_site_2,lot_164,4G,cell_3,1
existing_site_2,lot_164,5G,cell_3,1
existing_site_2,lot_165,4G,cell_1,1
existing_site_2,lot_165,5G,cell_1,1
existing_site_2,lot_186,4G,cell_2,1
existing_site_2,lot_186,5G,cell_2,1
existing_site_2,lot_187,4G,cell_3,1
existing_site_2,lot_187,5G,cell_3,1
existing_site_2,lot_189,4G,cell_1,1
existing_site_2,lot_189,5G,cell_1,1
existing_site_2,lot_191,4G,cell_2,1
existing_site_2,lot_191,5G,cell_2,1
existing_site_2,lot_193,4G,cell_3,1
existing_site_2,lot_193,5G,cell_3,1
existing_site_2,lot_194,4G,cell_1,1
existing_site_2,lot_194,5G,cell_1,1
existing_site_2,lot_195,4G,cell_2,1
existing_site_2,lot_195,5G,cell_2,1
existing_site_2,lot_198,4G,cell_3,1
existing_site_2,lot_198,5G,cell_3,1
existing_site_2,lot_220,4G,cell_1,1
existing_site_2,lot_220,5G,cell_1,1
existing_site_2,lot_221,4G,cell_2,1
existing_site_2,lot_221,5G,cell_2,1
existing_site_2,lot_223,4G,cell_3,1
existing_site_2,lot_223,5G,cell_3,1
existing_site_2,lot_226,4G,cell_1,1
existing_site_2,lot_226,5G,cell_1,1
existing_site_2,lot_227,4G,cell_2,1
existing_site_2,lot_227,5G,cell_2,1
existing_site_2,lot_228,4G,cell_3,1
existing_site_2,lot_228,5G,cell_3,1
existing_site_2,lot_229,4G,cell_1,1
existing_site_2,lot_229,5G,cell_1,1
existing_site_2,lot_230,4G,cell_2,1
existing_site_2,lot_230,5G,cell_2,1
existing_site_2,lot_231,4G,cell_3,1
existing_site_2,lot_231,5G,cell_3,1
existing_site_2,lot_253,4G,cell_1,1
existing_site_2,lot_253,5G,cell_1,1
existing_site_2,lot_254,4G,cell_2,1
existing_site_2,lot_254,5G,cell_2,1
existing_site_2,lot_255,4G,cell_3,1
existing_site_2,lot_255,5G,cell_3,1
existing_site_2,lot_256,4G,cell_1,1
existing_site_2,lot_256,5G,cell_1,1
existing_site_2,lot_257,4G,cell_2,1
existing_site_2,lot_257,5G,cell_2,1
existing_site_2,lot_258,4G,cell_3,1
existing_site_2,lot_258,5G,cell_3,1
existing_site_2,lot_259,4G,cell_1,1
existing_site_2,lot_259,5G,cell_1,1
existing_site_2,lot_261,4G,cell_2,1
existing_site_2,lot_261,5G,cell_2,1
existing_site_2,lot_263,4G,cell_3,1
existing_site_2,lot_263,5G,cell_3,1
existing_site_2,lot_264,4G,cell_1,1
existing_site_2,lot_264,5G,cell_1,1
existing_site_2,lot_286,4G,cell_2,1
existing_site_2,lot_286,5G,cell_2,1
existing_site_2,lot_287,4G,cell_3,1
existing_site_2,lot_287,5G,cell_3,1
existing_site_2,lot_288,4G,cell_1,1
existing_site_2,lot_288,5G,cell_1,1
existing_site_2,lot_289,4G,cell_2,1
existing_site_2,lot_289,5G,cell_2,1
existing_site_2,lot_290,4G,cell_3,1
existing_site_2,lot_290,5G,cell_3,1
existing_site_2,lot_291,4G,cell_1,1
existing_site_2,lot_291,5G,cell_1,1
existing_site_2,lot_292,4G,cell_2,1
existing_site_2,lot_292,5G,cell_2,1
existing_site_2,lot_293,4G,cell_3,1
existing_site_2,lot_293,5G,cell_3,1
existing_site_2,lot_296,4G,cell_1,1
existing_site_2,lot_296,5G,cell_1,1
existing_site_2,lot_297,4G,cell_2,1
existing_site_2,lot_297,5G,cell_2,1
existing_site_2,lot_320,4G,cell_3,1
existing_site_2,lot_320,5G,cell_3,1
existing_site_2,lot_323,4G,cell_1,1
existing_site_2,lot_323,5G,cell_1,1
existing_site_2,lot_324,4G,cell_2,1
existing_site_2,lot_324,5G,cell_2,1
existing_site_2,lot_325,4G,cell_3,1
existing_site_2,lot_325,5G,cell_3,1
existing_site_2,lot_326,4G,cell_1,1
existing_site_2,lot_326,5G,cell_1,1
existing_site_2,lot_327,4G,cell_2,1
existing_site_2,lot_327,5G,cell_2,1
existing_site_2,lot_328,4G,cell_3,1
existing_site_2,lot_328,5G,cell_3,1
existing_site_2,lot_329,4G,cell_1,1
existing_site_2,lot_329,5G,cell_1,1
existing_site_2,lot_330,4G,cell_2,1
existing_site_2,lot_330,5G,cell_2,1
existing_site_2,lot_356,4G,cell_3,1
existing_site_2,lot_356,5G,cell_3,1
existing_site_2,lot_357,4G,cell_1,1
existing_site_2,lot_357,5G,cell_1,1
existing_site_2,lot_358,4G,cell_2,1
existing_site_2,lot_358,5G,cell_2,1
existing_site_2,lot_362,4G,cell_3,1
existing_site_2,lot_362,5G,cell_3,1
existing_site_2,lot_388,4G,cell_1,1
existing_site_2,lot_388,5G,cell_1,1
existing_site_2,lot_389,4G,cell_2,1
existing_site_2,lot_389,5G,cell_2,1
existing_site_2,lot_390,4G,cell_3,1
existing_site_2,lot_390,5G,cell_3,1
existing_site_2,lot_391,4G,cell_1,1
existing_site_2,lot_391,5G,cell_1,1
existing_site_2,lot_392,4G,cell_2,1
existing_site_2,lot_392,5G,cell_2,1
existing_site_2,lot_393,4G,cell_3,1
existing_site_2,lot_393,5G,cell_3,1
existing_site_2,lot_394,4G,cell_1,1
existing_site_2,lot_394,5G,cell_1,1
existing_site_2,lot_395,4G,cell_2,1
existing_site_2,lot_395,5G,cell_2,1
existing_site_2,lot_396,4G,cell_3,1
existing_site_2,lot_396,5G,cell_3,1
existing_site_2,lot_422,4G,cell_1,1
existing_site_2,lot_422,5G,cell_1,1
existing_site_2,lot_423,4G,cell_2,1
existing_site_2,lot_423,5G,cell_2,1
existing_site_2,lot_425,4G,cell_3,1
existing_site_2,lot_425,5G,cell_3,1
existing_site_2,lot_426,4G,cell_1,1
existing_site_2,lot_426,5G,cell_1,1
existing_site_2,lot_428,4G,cell_2,1
existing_site_2,lot_428,5G,cell_2,1
existing_site_2,lot_457,4G,cell_3,1
existing_site_2,lot_457,5G,cell_3,1
existing_site_2,lot_458,4G,cell_1,1
existing_site_2,lot_458,5G,cell_1,1
existing_site_2,lot_459,4G,cell_2,1
existing_site_2,lot_459,5G,cell_2,1
existing_site_2,lot_460,4G,cell_3,1
existing_site_2,lot_460,5G,cell_3,1
existing_site_2,lot_461,4G,cell_1,1
existing_site_2,lot_461,5G,cell_1,1
existing_site_2,lot_462,4G,cell_2,1
existing_site_2,lot_462,5G,cell_2,1
existing_site_2,lot_494,4G,cell_3,1
existing_site_2,lot_494,5G,cell_3,1
existing_site_3,lot_83,4G,cell_1,1
existing_site_3,lot_83,5G,cell_1,1
existing_site_3,lot_84,4G,cell_2,1
existing_site_3,lot_84,5G,cell_2,1
existing_site_3,lot_85,4G,cell_3,1
existing_site_3,lot_85,5G,cell_3,1
existing_site_3,lot_86,4G,cell_1,1
existing_site_3,lot_86,5G,cell_1,1
existing_site_3,lot_87,4G,cell_2,1
existing_site_3,lot_87,5G,cell_2,1
existing_site_3,lot_88,4G,cell_3,1
existing_site_3,lot_88,5G,cell_3,1
existing_site_3,lot_89,4G,cell_1,1
existing_site_3,lot_89,5G,cell_1,1
existing_site_3,lot_90,4G,cell_2,1
existing_site_3,lot_90,5G,cell_2,1
existing_site_3,lot_113,4G,cell_3,1
existing_site_3,lot_113,5G,cell_3,1
existing_site_3,lot_114,4G,cell_1,1
existing_site_3,lot_114,5G,cell_1,1
existing_site_3,lot_115,4G,cell_2,1
existing_site_3,lot_115,5G,cell_2,1
existing_site_3,lot_116,4G,cell_3,1
existing_site_3,lot_116,5G,cell_3,1
existing_site_3,lot_117,4G,cell_1,1
existing_site_3,lot_117,5G,cell_1,1
existing_site_3,lot_118,4G,cell_2,1
existing_site_3,lot_118,5G,cell_2,1
existing_site_3,lot_119,4G,cell_3,1
existing_site_3,lot_119,5G,cell_3,1
existing_site_3,lot_120,4G,cell_1,1
existing_site_3,lot_120,5G,cell_1,1
existing_site_3,lot_122,4G,cell_2,1
existing_site_3,lot_122,5G,cell_2,1
existing_site_3,lot_124,4G,cell_3,1
existing_site_3,lot_124,5G,cell_3,1
existing_site_3,lot_125,4G,cell_1,1
existing_site_3,lot_125,5G,cell_1,1
existing_site_3,lot_145,4G,cell_2,1
existing_site_3,lot_145,5G,cell_2,1
existing_site_3,lot_146,4G,cell_3,1
existing_site_3,lot_146,5G,cell_3,1
existing_site_3,lot_148,4G,cell_1,1
existing_site_3,lot_148,5G,cell_1,1
existing_site_3,lot_152,4G,cell_2,1
existing_site_3,lot_152,5G,cell_2,1
