lot_id,node,demand
lot_135,4G,0.0170033
lot_135,5G,0.000597918
lot_136,4G,0.0170081
lot_136,5G,0.000610154
lot_137,4G,0.0169881
lot_137,5G,0.000601801
lot_138,4G,0.0170036
lot_138,5G,0.000609359
lot_139,4G,0.0170021
lot_139,5G,0.000614742
lot_140,4G,0.0170088
lot_140,5G,0.000601211
lot_141,4G,0.0170031
lot_141,5G,0.000587397
lot_142,4G,0.0170127
lot_142,5G,0.000612875
lot_143,4G,0.0170093
lot_143,5G,0.00059118
lot_144,4G,0.0170156
lot_144,5G,0.000623699
lot_145,4G,0.0169992
lot_145,5G,0.00059369
lot_146,4G,0.0170034
lot_146,5G,0.00061378
lot_147,4G,0.0169968
lot_147,5G,0.000588167
lot_148,4G,0.017004
lot_148,5G,0.000605608
lot_149,4G,0.0169927
lot_149,5G,0.000590323
lot_150,4G,0.017007
lot_150,5G,0.000607661
lot_151,4G,0.0169992
lot_151,5G,0.000604863
lot_152,4G,0.0169912
lot_152,5G,0.000585837
lot_153,4G,0.0170023
lot_153,5G,0.00059838
lot_154,4G,0.0170063
lot_154,5G,0.000593025
lot_155,4G,0.0169879
lot_155,5G,0.000599984
lot_156,4G,0.0169997
lot_156,5G,0.000600859
lot_157,4G,0.016999
lot_157,5G,0.000592256
lot_158,4G,0.0169915
lot_158,5G,0.000592911
lot_159,4G,0.0170002
lot_159,5G,0.000607133
lot_160,4G,0.0170045
lot_160,5G,0.000608247
lot_161,4G,0.0170066
lot_161,5G,0.000606219
lot_162,4G,0.0169848
lot_162,5G,0.00061078
lot_163,4G,0.0169917
lot_163,5G,0.000593597
lot_164,4G,0.0170005
lot_164,5G,0.000578287
lot_165,4G,0.0169981
lot_165,5G,0.000612814
lot_166,4G,0.0170046
lot_166,5G,0.000591177
lot_167,4G,0.0169766
lot_167,5G,0.000608128
lot_168,4G,0.0170025
lot_168,5G,0.00060151
lot_169,4G,0.0170059
lot_169,5G,0.000599184
lot_170,4G,0.016991
lot_170,5G,0.000611593
lot_171,4G,0.0169961
lot_171,5G,0.000601488
lot_172,4G,0.0169971
lot_172,5G,0.000613171
lot_173,4G,0.0169969
lot_173,5G,0.000596283
lot_174,4G,0.0169972
lot_174,5G,0.000594688
lot_175,4G,0.0170147
lot_175,5G,0.000590382
lot_176,4G,0.0170004
lot_176,5G,0.00058803
lot_177,4G,0.0170016
lot_177,5G,0.000610447
lot_178,4G,0.0169896
lot_178,5G,0.00058378
lot_179,4G,0.0170065
lot_179,5G,0.00058382
lot_180,4G,0.0170071
lot_180,5G,0.000596816
lot_181,4G,0.0169959
lot_181,5G,0.000602563
lot_182,4G,0.0169992
lot_182,5G,0.00060003
lot_183,4G,0.0169845
lot_183,5G,0.000590838
lot_184,4G,0.0170009
lot_184,5G,0.00059617
lot_185,4G,0.0169897
lot_185,5G,0.000587956
lot_186,4G,0.0169996
lot_186,5G,0.000608841
lot_187,4G,0.0169978
lot_187,5G,0.000614205
lot_188,4G,0.0170128
lot_188,5G,0.000605559
lot_189,4G,0.0170042
lot_189,5G,0.000608344
lot_190,4G,0.0170039
lot_190,5G,0.000597619
lot_191,4G,0.0170084
lot_191,5G,0.000595908
lot_192,4G,0.0169968
lot_192,5G,0.000582737
lot_193,4G,0.0169884
lot_193,5G,0.000598765
lot_194,4G,0.0169992
lot_194,5G,0.000629809
lot_195,4G,0.0169967
lot_195,5G,0.000619656
lot_196,4G,0.0170014
lot_196,5G,0.00061055
lot_197,4G,0.016998
lot_197,5G,0.000599773
lot_198,4G,0.0169991
lot_198,5G,0.000617136
lot_199,4G,0.0169929
lot_199,5G,0.000594226
lot_200,4G,0.0169959
lot_200,5G,0.000591749
lot_201,4G,0.0170019
lot_201,5G,0.000588483
lot_202,4G,0.016993
lot_202,5G,0.000594064
lot_203,4G,0.0170021
lot_203,5G,0.000593333
lot_204,4G,0.0170043
lot_204,5G,0.000608837
lot_205,4G,0.0170147
lot_205,5G,0.000618888
lot_206,4G,0.017007
lot_206,5G,0.000593814
lot_207,4G,0.0170074
lot_207,5G,0.000603659
lot_208,4G,0.0169939
lot_208,5G,0.000592544
lot_209,4G,0.0169895
lot_209,5G,0.000590224
lot_210,4G,0.0169878
lot_210,5G,0.00062026
lot_211,4G,0.017002
lot_211,5G,0.000587783
lot_212,4G,0.0170046
lot_212,5G,0.000593436
lot_213,4G,0.0169976
lot_213,5G,0.000611861
lot_214,4G,0.0170046
lot_214,5G,0.000605424
lot_215,4G,0.0169996
lot_215,5G,0.000610963
lot_216,4G,0.0170025
lot_216,5G,0.000616429
lot_217,4G,0.0170057
lot_217,5G,0.000611873
lot_218,4G,0.0169981
lot_218,5G,0.000619887
lot_219,4G,0.0170003
lot_219,5G,0.000599843
lot_220,4G,0.0169833
lot_220,5G,0.000599707
lot_221,4G,0.0170095
lot_221,5G,0.000603508
lot_222,4G,0.0169905
lot_222,5G,0.000602297
lot_223,4G,0.0170057
lot_223,5G,0.000606893
lot_224,4G,0.0169994
lot_224,5G,0.000620524
lot_225,4G,0.0170234
lot_225,5G,0.000607714
lot_226,4G,0.0169997
lot_226,5G,0.000610301
lot_227,4G,0.0170122
lot_227,5G,0.000607705
lot_228,4G,0.0170054
lot_228,5G,0.000587422
lot_229,4G,0.0170168
lot_229,5G,0.000615693
lot_230,4G,0.017006
lot_230,5G,0.000613639
lot_231,4G,0.0170073
lot_231,5G,0.000598783
lot_232,4G,0.0169912
lot_232,5G,0.000604953
lot_233,4G,0.0170015
lot_233,5G,0.000614875
lot_234,4G,0.0170054
lot_234,5G,0.000609377
lot_235,4G,0.0170024
lot_235,5G,0.000606111
lot_236,4G,0.017
lot_236,5G,0.000598868
lot_237,4G,0.017
lot_237,5G,0.000587947
lot_238,4G,0.0169967
lot_238,5G,0.000588657
lot_239,4G,0.0170129
lot_239,5G,0.000609149
lot_240,4G,0.0169965
lot_240,5G,0.000599993
lot_241,4G,0.0169978
lot_241,5G,0.000572599
lot_242,4G,0.017009
lot_242,5G,0.000598131
lot_243,4G,0.0169992
lot_243,5G,0.000611541
lot_244,4G,0.0169886
lot_244,5G,0.000595294
lot_245,4G,0.0169956
lot_245,5G,0.000604948
lot_246,4G,0.0169946
lot_246,5G,0.000589824
lot_247,4G,0.0169881
lot_247,5G,0.000603145
lot_248,4G,0.0170009
lot_248,5G,0.000616581
lot_249,4G,0.0170069
lot_249,5G,0.000599695
lot_250,4G,0.0170068
lot_250,5G,0.000592049
lot_251,4G,0.0170001
lot_251,5G,0.000589896
lot_252,4G,0.0169894
lot_252,5G,0.000613685
lot_253,4G,0.0170046
lot_253,5G,0.000599181
lot_254,4G,0.01698
lot_254,5G,0.000596174
lot_255,4G,0.0170209
lot_255,5G,0.000611126
lot_256,4G,0.0169878
lot_256,5G,0.000607664
lot_257,4G,0.0169845
lot_257,5G,0.000605669
lot_258,4G,0.0169807
lot_258,5G,0.000610239
lot_259,4G,0.0169996
lot_259,5G,0.000596012
lot_260,4G,0.0170037
lot_260,5G,0.000606315
lot_261,4G,0.0169841
lot_261,5G,0.000605157
lot_262,4G,0.0169986
lot_262,5G,0.000597189
lot_263,4G,0.0170034
lot_263,5G,0.000607911
lot_264,4G,0.0170082
lot_264,5G,0.000624412
lot_265,4G,0.0169996
lot_265,5G,0.00059547
lot_266,4G,0.0169987
lot_266,5G,0.00059754
lot_267,4G,0.0169986
lot_267,5G,0.000598691
lot_268,4G,0.0170068
lot_268,5G,0.000613908
lot_269,4G,0.0169967
lot_269,5G,0.000599957
lot_270,4G,0.0169809
lot_270,5G,0.00059014
lot_271,4G,0.0169815
lot_271,5G,0.000585247
lot_272,4G,0.0170039
lot_272,5G,0.000585745
lot_273,4G,0.0169912
lot_273,5G,0.000591699
lot_274,4G,0.0169997
lot_274,5G,0.000599915
lot_275,4G,0.0170006
lot_275,5G,0.000601904
lot_276,4G,0.016997
lot_276,5G,0.000610809
lot_277,4G,0.0170072
lot_277,5G,0.000606341
lot_278,4G,0.0169912
lot_278,5G,0.000601067
lot_279,4G,0.017004
lot_279,5G,0.000607123
lot_280,4G,0.0170121
lot_280,5G,0.000613633
lot_281,4G,0.0170127
lot_281,5G,0.000612665
lot_282,4G,0.017002
lot_282,5G,0.000596069
lot_283,4G,0.0170049
lot_283,5G,0.000599632
lot_284,4G,0.0169965
lot_284,5G,0.000597796
lot_285,4G,0.0170055
lot_285,5G,0.000594331
lot_286,4G,0.016981
lot_286,5G,0.000590955
lot_287,4G,0.0170034
lot_287,5G,0.000606378
lot_288,4G,0.0169983
lot_288,5G,0.000588793
lot_289,4G,0.0169996
lot_289,5G,0.000597206
lot_290,4G,0.0170161
lot_290,5G,0.000602928
lot_291,4G,0.0170038
lot_291,5G,0.000599387
lot_292,4G,0.0170014
lot_292,5G,0.000591127
lot_293,4G,0.0170021
lot_293,5G,0.000600689
lot_294,4G,0.0170064
lot_294,5G,0.000601551
lot_295,4G,0.0169908
lot_295,5G,0.000589286
lot_296,4G,0.0170166
lot_296,5G,0.000608281
lot_297,4G,0.0170032
lot_297,5G,0.000600336
lot_298,4G,0.0169808
lot_298,5G,0.000601441
lot_299,4G,0.0169936
lot_299,5G,0.000609233
lot_300,4G,0.0170059
lot_300,5G,0.000600242
lot_301,4G,0.0169936
lot_301,5G,0.000594536
lot_302,4G,0.0170118
lot_302,5G,0.000609538
lot_303,4G,0.0170102
lot_303,5G,0.000586869
lot_304,4G,0.0170074
lot_304,5G,0.000600977
lot_305,4G,0.0170058
lot_305,5G,0.000599688
lot_306,4G,0.0170048
lot_306,5G,0.000609795
lot_307,4G,0.0170057
lot_307,5G,0.000604147
lot_308,4G,0.0170052
lot_308,5G,0.000605084
lot_309,4G,0.0169963
lot_309,5G,0.000595745
lot_310,4G,0.0170192
lot_310,5G,0.000592266
lot_311,4G,0.0169948
lot_311,5G,0.000608165
lot_312,4G,0.0169911
lot_312,5G,0.000591843
lot_313,4G,0.016989
lot_313,5G,0.000616748
lot_314,4G,0.0170068
lot_314,5G,0.000588342
lot_315,4G,0.017003
lot_315,5G,0.000606144
lot_316,4G,0.0169808
lot_316,5G,0.000615499
lot_317,4G,0.0169981
lot_317,5G,0.000595061
lot_318,4G,0.0170129
lot_318,5G,0.000597547
lot_319,4G,0.0170098
lot_319,5G,0.000605694
lot_320,4G,0.0169957
lot_320,5G,0.000601576
lot_321,4G,0.0170014
lot_321,5G,0.000598934
lot_322,4G,0.0170121
lot_322,5G,0.000607967
lot_323,4G,0.0170161
lot_323,5G,0.000627746
lot_324,4G,0.0170003
lot_324,5G,0.000585369
lot_325,4G,0.0170092
lot_325,5G,0.000590207
lot_326,4G,0.0170168
lot_326,5G,0.000594598
lot_327,4G,0.0170134
lot_327,5G,0.000602159
lot_328,4G,0.0170021
lot_328,5G,0.000600064
lot_329,4G,0.0170069
lot_329,5G,0.000595898
lot_330,4G,0.0170046
lot_330,5G,0.000601467
lot_331,4G,0.0170151
lot_331,5G,0.000591726
lot_332,4G,0.0169917
lot_332,5G,0.000609043
lot_333,4G,0.0170121
lot_333,5G,0.000611125
lot_334,4G,0.0170067
lot_334,5G,0.000616764
lot_335,4G,0.0170075
lot_335,5G,0.000609452
lot_336,4G,0.0169873
lot_336,5G,0.000596783
lot_337,4G,0.0169703
lot_337,5G,0.000597474
lot_338,4G,0.0169775
lot_338,5G,0.000589499
lot_339,4G,0.0170069
lot_339,5G,0.000584754
lot_340,4G,0.0169889
lot_340,5G,0.000600325
lot_341,4G,0.0170181
lot_341,5G,0.000588459
lot_342,4G,0.0169972
lot_342,5G,0.000604703
lot_343,4G,0.0169856
lot_343,5G,0.000589842
lot_344,4G,0.016999
lot_344,5G,0.000582592
lot_345,4G,0.0169953
lot_345,5G,0.000603908
lot_346,4G,0.0169904
lot_346,5G,0.000591438
lot_347,4G,0.0170153
lot_347,5G,0.000586905
lot_348,4G,0.0170005
lot_348,5G,0.000592084
lot_349,4G,0.0170059
lot_349,5G,0.000596979
lot_350,4G,0.0169963
lot_350,5G,0.000598858
lot_351,4G,0.0170036
lot_351,5G,0.000595028
lot_352,4G,0.016992
lot_352,5G,0.000604782
lot_353,4G,0.0170045
lot_353,5G,0.000591989
lot_354,4G,0.0170041
lot_354,5G,0.000607209
lot_355,4G,0.0169953
lot_355,5G,0.000614771
lot_356,4G,0.0169949
lot_356,5G,0.000592069
lot_357,4G,0.0170037
lot_357,5G,0.000602764
lot_358,4G,0.0169882
lot_358,5G,0.00059413
lot_359,4G,0.0169963
lot_359,5G,0.000605104
lot_360,4G,0.0170184
lot_360,5G,0.000586226
lot_361,4G,0.0170043
lot_361,5G,0.000587364
lot_362,4G,0.0170203
lot_362,5G,0.000596169
lot_363,4G,0.0169963
lot_363,5G,0.000610357
lot_364,4G,0.0169927
lot_364,5G,0.000605236
lot_365,4G,0.0169948
lot_365,5G,0.000601037
lot_366,4G,0.0170056
lot_366,5G,0.000605036
lot_367,4G,0.0169856
lot_367,5G,0.00060608
lot_368,4G,0.0170098
lot_368,5G,0.000601877
lot_369,4G,0.0169974
lot_369,5G,0.000603389
lot_370,4G,0.0169981
lot_370,5G,0.000579027
lot_371,4G,0.0170032
lot_371,5G,0.000613369
lot_372,4G,0.0170079
lot_372,5G,0.000587047
lot_373,4G,0.0169899
lot_373,5G,0.000597263
lot_374,4G,0.0169933
lot_374,5G,0.000582311
lot_375,4G,0.017004
lot_375,5G,0.000612717
lot_376,4G,0.0169982
lot_376,5G,0.000607733
lot_377,4G,0.0170033
lot_377,5G,0.000604021
lot_378,4G,0.0169865
lot_378,5G,0.000601497
lot_379,4G,0.0169767
lot_379,5G,0.000602909
lot_380,4G,0.016967
lot_380,5G,0.000598592
lot_381,4G,0.0170096
lot_381,5G,0.00060836
lot_382,4G,0.017002
lot_382,5G,0.000596086
lot_383,4G,0.0169989
lot_383,5G,0.000598069
lot_384,4G,0.0169956
lot_384,5G,0.000595617
lot_385,4G,0.0169972
lot_385,5G,0.000613221
lot_386,4G,0.0170029
lot_386,5G,0.000625766
lot_387,4G,0.017017
lot_387,5G,0.000603925
lot_388,4G,0.0169862
lot_388,5G,0.000601551
lot_389,4G,0.0169966
lot_389,5G,0.000617432
lot_390,4G,0.0170025
lot_390,5G,0.000595078
lot_391,4G,0.0170082
lot_391,5G,0.000610299
lot_392,4G,0.0170172
lot_392,5G,0.000601217
lot_393,4G,0.0169995
lot_393,5G,0.00061268
lot_394,4G,0.0170025
lot_394,5G,0.000584755
lot_395,4G,0.0169888
lot_395,5G,0.000589724
lot_396,4G,0.0170106
lot_396,5G,0.000607471
lot_397,4G,0.0170027
lot_397,5G,0.000592002
lot_398,4G,0.0170064
lot_398,5G,0.000597473
lot_399,4G,0.016999
lot_399,5G,0.000598867
lot_400,4G,0.0169994
lot_400,5G,0.000607148
lot_401,4G,0.0170102
lot_401,5G,0.0005933
lot_402,4G,0.0169969
lot_402,5G,0.000588173
lot_403,4G,0.0169927
lot_403,5G,0.00061941
lot_404,4G,0.016999
lot_404,5G,0.000602585
lot_405,4G,0.0170081
lot_405,5G,0.000593709
lot_406,4G,0.0169728
lot_406,5G,0.000607406
lot_407,4G,0.0170044
lot_407,5G,0.000606213
lot_408,4G,0.0170014
lot_408,5G,0.000592487
lot_409,4G,0.0169857
lot_409,5G,0.000613588
lot_410,4G,0.0170002
lot_410,5G,0.000593524
lot_411,4G,0.0169921
lot_411,5G,0.000609258
lot_412,4G,0.0170089
lot_412,5G,0.000612787
lot_413,4G,0.017017
lot_413,5G,0.000606888
lot_414,4G,0.016993
lot_414,5G,0.000604304
lot_415,4G,0.0169933
lot_415,5G,0.0005831
lot_416,4G,0.0169877
lot_416,5G,0.000593245
lot_417,4G,0.0169861
lot_417,5G,0.000601295
lot_418,4G,0.0169984
lot_418,5G,0.000593663
lot_419,4G,0.0169959
lot_419,5G,0.000589988
lot_420,4G,0.0169861
lot_420,5G,0.000607179
lot_421,4G,0.0169931
lot_421,5G,0.000606674
lot_422,4G,0.0170039
lot_422,5G,0.000602651
lot_423,4G,0.0169879
lot_423,5G,0.000588496
lot_424,4G,0.0170033
lot_424,5G,0.000605691
lot_425,4G,0.0169975
lot_425,5G,0.000600208
lot_426,4G,0.01701
lot_426,5G,0.000592557
lot_427,4G,0.0170102
lot_427,5G,0.000581162
lot_428,4G,0.0170174
lot_428,5G,0.000585685
lot_429,4G,0.0169878
lot_429,5G,0.000605388
lot_430,4G,0.0170191
lot_430,5G,0.000610375
lot_431,4G,0.0170024
lot_431,5G,0.000615243
lot_432,4G,0.0169913
lot_432,5G,0.000611784
lot_433,4G,0.0169878
lot_433,5G,0.000597246
lot_434,4G,0.0170089
lot_434,5G,0.000597414
lot_435,4G,0.0170129
lot_435,5G,0.000610423
lot_436,4G,0.0170009
lot_436,5G,0.00060186
lot_437,4G,0.0170176
lot_437,5G,0.000598901
lot_438,4G,0.0170186
lot_438,5G,0.000596941
lot_439,4G,0.0169939
lot_439,5G,0.000606172
lot_440,4G,0.0169986
lot_440,5G,0.000593227
lot_441,4G,0.0170036
lot_441,5G,0.000581026
lot_442,4G,0.0169933
lot_442,5G,0.00059367
lot_443,4G,0.0170004
lot_443,5G,0.000596086
lot_444,4G,0.0170042
lot_444,5G,0.000602889
lot_445,4G,0.0169943
lot_445,5G,0.000609489
lot_446,4G,0.0169986
lot_446,5G,0.000616295
lot_447,4G,0.0170048
lot_447,5G,0.000610742
lot_448,4G,0.0170071
lot_448,5G,0.000595597
lot_449,4G,0.0169907
lot_449,5G,0.000597747
lot_450,4G,0.0169984
lot_450,5G,0.000596288
lot_451,4G,0.0170071
lot_451,5G,0.000604091
lot_452,4G,0.0170045
lot_452,5G,0.00058284
lot_453,4G,0.016996
lot_453,5G,0.000612983
lot_454,4G,0.0170116
lot_454,5G,0.000606991
lot_455,4G,0.0169953
lot_455,5G,0.000602556
lot_456,4G,0.017011
lot_456,5G,0.000611744
lot_457,4G,0.0169957
lot_457,5G,0.000603607
lot_458,4G,0.017008
lot_458,5G,0.000596315
lot_459,4G,0.0169959
lot_459,5G,0.000603537
lot_460,4G,0.0170166
lot_460,5G,0.000588236
lot_461,4G,0.0170089
lot_461,5G,0.000586308
lot_462,4G,0.0170105
lot_462,5G,0.000605764
lot_463,4G,0.0169886
lot_463,5G,0.000591629
lot_464,4G,0.0169958
lot_464,5G,0.000601469
lot_465,4G,0.0170016
lot_465,5G,0.000590487
lot_466,4G,0.017
lot_466,5G,0.000606676
lot_467,4G,0.016993
lot_467,5G,0.000595507
lot_468,4G,0.0169921
lot_468,5G,0.000602846
lot_469,4G,0.0170091
lot_469,5G,0.000606868
lot_470,4G,0.0170053
lot_470,5G,0.000596062
lot_471,4G,0.0170015
lot_471,5G,0.000582882
lot_472,4G,0.0170049
lot_472,5G,0.000593592
lot_473,4G,0.0170047
lot_473,5G,0.000585706
lot_474,4G,0.0170049
lot_474,5G,0.000590337
lot_475,4G,0.0170175
lot_475,5G,0.00059622
lot_476,4G,0.0170109
lot_476,5G,0.000601494
lot_477,4G,0.0170027
lot_477,5G,0.000598239
lot_478,4G,0.0170021
lot_478,5G,0.000596442
lot_479,4G,0.0169802
lot_479,5G,0.000602297
lot_480,4G,0.017
lot_480,5G,0.000605072
lot_481,4G,0.0169975
lot_481,5G,0.000615822
lot_482,4G,0.0170213
lot_482,5G,0.000618842
lot_483,4G,0.0170003
lot_483,5G,0.00059789
lot_484,4G,0.0170047
lot_484,5G,0.000588866
lot_485,4G,0.0170053
lot_485,5G,0.000602712
lot_486,4G,0.0170014
lot_486,5G,0.000594336
lot_487,4G,0.0170133
lot_487,5G,0.000609037
lot_488,4G,0.0170011
lot_488,5G,0.000610775
lot_489,4G,0.0170027
lot_489,5G,0.000607462
lot_490,4G,0.0170032
lot_490,5G,0.000608651
lot_491,4G,0.0169971
lot_491,5G,0.000598786
lot_492,4G,0.0169882
lot_492,5G,0.000610306
lot_493,4G,0.0170057
lot_493,5G,0.000605803
lot_494,4G,0.0169972
lot_494,5G,0.000586827
lot_495,4G,0.0170035
lot_495,5G,0.000607965
lot_496,4G,0.0169992
lot_496,5G,0.000620305
lot_497,4G,0.0169962
lot_497,5G,0.000595651
lot_498,4G,0.0169914
lot_498,5G,0.000601243
lot_499,4G,0.0170122
lot_499,5G,0.000604431
lot_500,4G,0.0169877
lot_500,5G,0.000578291
lot_501,4G,0.0169999
lot_501,5G,0.000593073
