site_id,lot_id,node,cell,covered
existing_site_1,lot_1232,5G,cell_3,1
existing_site_1,lot_1233,4G,cell_1,1
existing_site_1,lot_1233,5G,cell_1,1
existing_site_1,lot_1234,4G,cell_2,1
existing_site_1,lot_1234,5G,cell_2,1
existing_site_1,lot_1272,4G,cell_3,1
existing_site_1,lot_1272,5G,cell_3,1
existing_site_1,lot_1273,4G,cell_1,1
existing_site_1,lot_1273,5G,cell_1,1
existing_site_1,lot_1274,4G,cell_2,1
existing_site_1,lot_1274,5G,cell_2,1
existing_site_1,lot_1275,4G,cell_3,1
existing_site_1,lot_1275,5G,cell_3,1
existing_site_1,lot_1277,4G,cell_1,1
existing_site_1,lot_1277,5G,cell_1,1
existing_site_1,lot_1278,4G,cell_2,1
existing_site_1,lot_1278,5G,cell_2,1
existing_site_1,lot_1280,4G,cell_3,1
existing_site_1,lot_1280,5G,cell_3,1
existing_site_1,lot_1281,4G,cell_1,1
existing_site_1,lot_1281,5G,cell_1,1
existing_site_1,lot_1317,4G,cell_2,1
existing_site_1,lot_1317,5G,cell_2,1
existing_site_1,lot_1318,4G,cell_3,1
existing_site_1,lot_1318,5G,cell_3,1
existing_site_1,lot_1319,4G,cell_1,1
existing_site_1,lot_1319,5G,cell_1,1
existing_site_1,lot_1320,4G,cell_2,1
existing_site_1,lot_1320,5G,cell_2,1
existing_site_1,lot_1321,4G,cell_3,1
existing_site_1,lot_1321,5G,cell_3,1
existing_site_1,lot_1322,4G,cell_1,1
existing_site_1,lot_1322,5G,cell_1,1
existing_site_1,lot_1323,4G,cell_2,1
existing_site_1,lot_1323,5G,cell_2,1
existing_site_1,lot_1324,4G,cell_3,1
existing_site_1,lot_1324,5G,cell_3,1
existing_site_1,lot_1325,4G,cell_1,1
existing_site_1,lot_1325,5G,cell_1,1
existing_site_1,lot_1326,4G,cell_2,1
existing_site_1,lot_1326,5G,cell_2,1
existing_site_1,lot_1327,4G,cell_3,1
existing_site_1,lot_1327,5G,cell_3,1
existing_site_1,lot_1364,4G,cell_1,1
existing_site_1,lot_1364,5G,cell_1,1
existing_site_1,lot_1365,4G,cell_2,1
existing_site_1,lot_1365,5G,cell_2,1
existing_site_1,lot_1366,4G,cell_3,1
existing_site_1,lot_1366,5G,cell_3,1
existing_site_1,lot_1367,4G,cell_1,1
existing_site_1,lot_1367,5G,cell_1,1
existing_site_1,lot_1368,4G,cell_2,1
existing_site_1,lot_1368,5G,cell_2,1
existing_site_1,lot_1369,4G,cell_3,1
existing_site_1,lot_1369,5G,cell_3,1
existing_site_1,lot_1370,4G,cell_1,1
existing_site_1,lot_1370,5G,cell_1,1
existing_site_1,lot_1371,4G,cell_2,1
existing_site_1,lot_1371,5G,cell_2,1
existing_site_1,lot_1372,4G,cell_3,1
existing_site_1,lot_1372,5G,cell_3,1
existing_site_1,lot_1373,4G,cell_1,1
existing_site_1,lot_1373,5G,cell_1,1
existing_site_1,lot_1374,4G,cell_2,1
existing_site_1,lot_1374,5G,cell_2,1
existing_site_1,lot_1375,4G,cell_3,1
existing_site_1,lot_1375,5G,cell_3,1
existing_site_1,lot_1376,4G,cell_1,1
existing_site_1,lot_1376,5G,cell_1,1
existing_site_1,lot_1411,4G,cell_2,1
existing_site_1,lot_1411,5G,cell_2,1
existing_site_1,lot_1412,4G,cell_3,1
existing_site_1,lot_1412,5G,cell_3,1
existing_site_1,lot_1413,4G,cell_1,1
existing_site_1,lot_1413,5G,cell_1,1
existing_site_1,lot_1416,4G,cell_2,1
existing_site_1,lot_1416,5G,cell_2,1
existing_site_1,lot_1417,4G,cell_3,1
existing_site_1,lot_1417,5G,cell_3,1
existing_site_1,lot_1418,4G,cell_1,1
existing_site_1,lot_1418,5G,cell_1,1
existing_site_1,lot_1419,4G,cell_2,1
existing_site_1,lot_1419,5G,cell_2,1
existing_site_1,lot_1420,4G,cell_3,1
existing_site_1,lot_1420,5G,cell_3,1
existing_site_1,lot_1422,4G,cell_1,1
existing_site_1,lot_1422,5G,cell_1,1
existing_site_1,lot_1458,4G,cell_2,1
existing_site_1,lot_1458,5G,cell_2,1
existing_site_1,lot_1459,4G,cell_3,1
existing_site_1,lot_1459,5G,cell_3,1
existing_site_1,lot_1460,4G,cell_1,1
existing_site_1,lot_1460,5G,cell_1,1
existing_site_1,lot_1462,4G,cell_2,1
existing_site_1,lot_1462,5G,cell_2,1
existing_site_1,lot_1463,4G,cell_3,1
existing_site_1,lot_1463,5G,cell_3,1
existing_site_1,lot_1465,4G,cell_1,1
existing_site_1,lot_1465,5G,cell_1,1
existing_site_1,lot_1466,4G,cell_2,1
existing_site_1,lot_1466,5G,cell_2,1
existing_site_1,lot_1468,4G,cell_3,1
existing_site_1,lot_1468,5G,cell_3,1
existing_site_1,lot_1469,4G,cell_1,1
existing_site_1,lot_1469,5G,cell_1,1
existing_site_1,lot_1506,4G,cell_2,1
existing_site_1,lot_1506,5G,cell_2,1
existing_site_1,lot_1507,4G,cell_3,1
existing_site_1,lot_1507,5G,cell_3,1
existing_site_1,lot_1509,4G,cell_1,1
existing_site_1,lot_1509,5G,cell_1,1
existing_site_1,lot_1511,4G,cell_2,1
existing_site_1,lot_1511,5G,cell_2,1
existing_site_1,lot_1513,4G,cell_3,1
existing_site_1,lot_1513,5G,cell_3,1
existing_site_1,lot_1514,4G,cell_1,1
existing_site_1,lot_1514,5G,cell_1,1
existing_site_1,lot_1516,4G,cell_2,1
existing_site_1,lot_1516,5G,cell_2,1
existing_site_1,lot_1556,4G,cell_3,1
existing_site_1,lot_1556,5G,cell_3,1
existing_site_1,lot_1557,4G,cell_1,1
existing_site_1,lot_1557,5G,cell_1,1
existing_site_1,lot_1561,4G,cell_2,1
existing_site_1,lot_1561,5G,cell_2,1
existing_site_1,lot_1563,4G,cell_3,1
existing_site_1,lot_1563,5G,cell_3,1
existing_site_1,lot_1599,4G,cell_1,1
existing_site_1,lot_1599,5G,cell_1,1
existing_site_1,lot_1601,4G,cell_2,1
existing_site_1,lot_1601,5G,cell_2,1
existing_site_1,lot_1606,4G,cell_3,1
existing_site_1,lot_1606,5G,cell_3,1
existing_site_1,lot_1607,4G,cell_1,1
existing_site_1,lot_1607,5G,cell_1,1
existing_site_1,lot_1608,4G,cell_2,1
existing_site_1,lot_1608,5G,cell_2,1
existing_site_1,lot_1647,4G,cell_3,1
existing_site_1,lot_1647,5G,cell_3,1
existing_site_1,lot_1648,4G,cell_1,1
existing_site_1,lot_1648,5G,cell_1,1
existing_site_1,lot_1649,4G,cell_2,1
existing_site_1,lot_1649,5G,cell_2,1
existing_site_1,lot_1650,4G,cell_3,1
existing_site_1,lot_1650,5G,cell_3,1
existing_site_1,lot_1651,4G,cell_1,1
existing_site_1,lot_1651,5G,cell_1,1
existing_site_1,lot_1652,4G,cell_2,1
existing_site_1,lot_1652,5G,cell_2,1
existing_site_1,lot_1654,4G,cell_3,1
existing_site_1,lot_1654,5G,cell_3,1
existing_site_1,lot_1655,4G,cell_1,1
existing_site_1,lot_1655,5G,cell_1,1
existing_site_1,lot_1656,4G,cell_2,1
existing_site_1,lot_1656,5G,cell_2,1
existing_site_1,lot_1693,4G,cell_3,1
existing_site_1,lot_1693,5G,cell_3,1
existing_site_1,lot_1694,4G,cell_1,1
existing_site_1,lot_1694,5G,cell_1,1
existing_site_1,lot_1696,4G,cell_2,1
existing_site_1,lot_1696,5G,cell_2,1
existing_site_1,lot_1697,4G,cell_3,1
existing_site_1,lot_1697,5G,cell_3,1
existing_site_1,lot_1698,4G,cell_1,1
existing_site_1,lot_1698,5G,cell_1,1
existing_site_1,lot_1699,4G,cell_2,1
existing_site_1,lot_1699,5G,cell_2,1
existing_site_1,lot_1700,4G,cell_3,1
existing_site_1,lot_1700,5G,cell_3,1
existing_site_1,lot_1701,4G,cell_1,1
existing_site_1,lot_1701,5G,cell_1,1
existing_site_1,lot_1702,4G,cell_2,1
existing_site_1,lot_1702,5G,cell_2,1
existing_site_1,lot_1741,4G,cell_3,1
existing_site_1,lot_1741,5G,cell_3,1
existing_site_1,lot_1742,4G,cell_1,1
existing_site_1,lot_1742,5G,cell_1,1
existing_site_1,lot_1743,4G,cell_2,1
existing_site_1,lot_1743,5G,cell_2,1
existing_site_1,lot_1745,4G,cell_3,1
existing_site_1,lot_1745,5G,cell_3,1
existing_site_1,lot_1746,4G,cell_1,1
existing_site_1,lot_1746,5G,cell_1,1
existing_site_1,lot_1788,4G,cell_2,1
existing_site_1,lot_1788,5G,cell_2,1
existing_site_1,lot_1789,4G,cell_3,1
existing_site_1,lot_1789,5G,cell_3,1
existing_site_1,lot_1791,4G,cell_1,1
existing_site_1,lot_1791,5G,cell_1,1
existing_site_1,lot_1793,4G,cell_2,1
existing_site_1,lot_1793,5G,cell_2,1
existing_site_1,lot_1794,4G,cell_3,1
existing_site_1,lot_1794,5G,cell_3,1
existing_site_1,lot_1834,4G,cell_1,1
existing_site_1,lot_1834,5G,cell_1,1
existing_site_1,lot_1835,4G,cell_2,1
existing_site_1,lot_1835,5G,cell_2,1
existing_site_1,lot_1837,4G,cell_3,1
existing_site_1,lot_1837,5G,cell_3,1
existing_site_1,lot_1839,4G,cell_1,1
existing_site_1,lot_1839,5G,cell_1,1
existing_site_1,lot_1840,4G,cell_2,1
existing_site_1,lot_1840,5G,cell_2,1
existing_site_1,lot_1881,4G,cell_3,1
existing_site_1,lot_1881,5G,cell_3,1
existing_site_1,lot_1882,4G,cell_1,1
existing_site_1,lot_1882,5G,cell_1,1
existing_site_1,lot_1883,4G,cell_2,1
existing_site_1,lot_1883,5G,cell_2,1
existing_site_1,lot_1884,4G,cell_3,1
existing_site_1,lot_1884,5G,cell_3,1
existing_site_1,lot_1885,4G,cell_1,1
existing_site_1,lot_1885,5G,cell_1,1
existing_site_1,lot_1928,4G,cell_2,1
existing_site_1,lot_1928,5G,cell_2,1
existing_site_2,lot_408,4G,cell_1,1
existing_site_2,lot_408,5G,cell_1,1
existing_site_2,lot_410,4G,cell_2,1
existing_site_2,lot_410,5G,cell_2,1
existing_site_2,lot_411,4G,cell_3,1
existing_site_2,lot_411,5G,cell_3,1
existing_site_2,lot_412,4G,cell_1,1
existing_site_2,lot_412,5G,cell_1,1
existing_site_2,lot_413,4G,cell_2,1
existing_site_2,lot_413,5G,cell_2,1
existing_site_2,lot_415,4G,cell_3,1
existing_site_2,lot_415,5G,cell_3,1
existing_site_2,lot_416,4G,cell_1,1
existing_site_2,lot_416,5G,cell_1,1
existing_site_2,lot_453,4G,cell_2,1
existing_site_2,lot_453,5G,cell_2,1
existing_site_2,lot_455,4G,cell_3,1
existing_site_2,lot_455,5G,cell_3,1
existing_site_2,lot_457,4G,cell_1,1
existing_site_2,lot_457,5G,cell_1,1
existing_site_2,lot_458,4G,cell_2,1
existing_site_2,lot_458,5G,cell_2,1
existing_site_2,lot_459,4G,cell_3,1
existing_site_2,lot_459,5G,cell_3,1
existing_site_2,lot_460,4G,cell_1,1
existing_site_2,lot_460,5G,cell_1,1
existing_site_2,lot_461,4G,cell_2,1
existing_site_2,lot_461,5G,cell_2,1
existing_site_2,lot_465,4G,cell_3,1
existing_site_2,lot_465,5G,cell_3,1
existing_site_2,lot_499,4G,cell_1,1
existing_site_2,lot_499,5G,cell_1,1
existing_site_2,lot_500,4G,cell_2,1
existing_site_2,lot_500,5G,cell_2,1
existing_site_2,lot_502,4G,cell_3,1
existing_site_2,lot_502,5G,cell_3,1
existing_site_2,lot_503,4G,cell_1,1
existing_site_2,lot_503,5G,cell_1,1
existing_site_2,lot_504,4G,cell_2,1
existing_site_2,lot_504,5G,cell_2,1
existing_site_2,lot_507,4G,cell_3,1
existing_site_2,lot_507,5G,cell_3,1
existing_site_2,lot_508,4G,cell_1,1
existing_site_2,lot_508,5G,cell_1,1
existing_site_2,lot_510,4G,cell_2,1
existing_site_2,lot_510,5G,cell_2,1
existing_site_2,lot_511,4G,cell_3,1
existing_site_2,lot_511,5G,cell_3,1
existing_site_2,lot_513,4G,cell_1,1
existing_site_2,lot_513,5G,cell_1,1
existing_site_2,lot_545,4G,cell_2,1
existing_site_2,lot_545,5G,cell_2,1
existing_site_2,lot_546,4G,cell_3,1
existing_site_2,lot_546,5G,cell_3,1
existing_site_2,lot_548,4G,cell_1,1
existing_site_2,lot_548,5G,cell_1,1
existing_site_2,lot_549,4G,cell_2,1
existing_site_2,lot_549,5G,cell_2,1
existing_site_2,lot_550,4G,cell_3,1
existing_site_2,lot_550,5G,cell_3,1
existing_site_2,lot_551,4G,cell_1,1
existing_site_2,lot_551,5G,cell_1,1
existing_site_2,lot_553,4G,cell_2,1
existing_site_2,lot_553,5G,cell_2,1
existing_site_2,lot_554,4G,cell_3,1
existing_site_2,lot_554,5G,cell_3,1
existing_site_2,lot_555,4G,cell_1,1
existing_site_2,lot_555,5G,cell_1,1
existing_site_2,lot_556,4G,cell_2,1
existing_site_2,lot_556,5G,cell_2,1
existing_site_2,lot_557,4G,cell_3,1
existing_site_2,lot_557,5G,cell_3,1
existing_site_2,lot_558,4G,cell_1,1
existing_site_2,lot_558,5G,cell_1,1
existing_site_2,lot_560,4G,cell_2,1
existing_site_2,lot_560,5G,cell_2,1
existing_site_2,lot_561,4G,cell_3,1
existing_site_2,lot_561,5G,cell_3,1
existing_site_2,lot_591,4G,cell_1,1
existing_site_2,lot_591,5G,cell_1,1
existing_site_2,lot_593,4G,cell_2,1
existing_site_2,lot_593,5G,cell_2,1
existing_site_2,lot_594,4G,cell_3,1
existing_site_2,lot_594,5G,cell_3,1
existing_site_2,lot_595,4G,cell_1,1
existing_site_2,lot_595,5G,cell_1,1
existing_site_2,lot_596,4G,cell_2,1
existing_site_2,lot_596,5G,cell_2,1
existing_site_2,lot_597,4G,cell_3,1
existing_site_2,lot_597,5G,cell_3,1
existing_site_2,lot_598,4G,cell_1,1
existing_site_2,lot_598,5G,cell_1,1
existing_site_2,lot_599,4G,cell_2,1
existing_site_2,lot_599,5G,cell_2,1
existing_site_2,lot_600,4G,cell_3,1
existing_site_2,lot_600,5G,cell_3,1
existing_site_2,lot_601,4G,cell_1,1
existing_site_2,lot_601,5G,cell_1,1
existing_site_2,lot_602,4G,cell_2,1
existing_site_2,lot_602,5G,cell_2,1
existing_site_2,lot_604,4G,cell_3,1
existing_site_2,lot_604,5G,cell_3,1
existing_site_2,lot_605,4G,cell_1,1
existing_site_2,lot_605,5G,cell_1,1
existing_site_2,lot_606,4G,cell_2,1
existing_site_2,lot_606,5G,cell_2,1
existing_site_2,lot_607,4G,cell_3,1
existing_site_2,lot_607,5G,cell_3,1
existing_site_2,lot_609,4G,cell_1,1
existing_site_2,lot_609,5G,cell_1,1
existing_site_2,lot_637,4G,cell_2,1
existing_site_2,lot_637,5G,cell_2,1
existing_site_2,lot_638,4G,cell_3,1
existing_site_2,lot_638,5G,cell_3,1
existing_site_2,lot_639,4G,cell_1,1
existing_site_2,lot_639,5G,cell_1,1
existing_site_2,lot_640,4G,cell_2,1
existing_site_2,lot_640,5G,cell_2,1
existing_site_2,lot_641,4G,cell_3,1
existing_site_2,lot_641,5G,cell_3,1
existing_site_2,lot_642,4G,cell_1,1
existing_site_2,lot_642,5G,cell_1,1
existing_site_2,lot_643,4G,cell_2,1
existing_site_2,lot_643,5G,cell_2,1
existing_site_2,lot_644,4G,cell_3,1
existing_site_2,lot_644,5G,cell_3,1
existing_site_2,lot_645,4G,cell_1,1
existing_site_2,lot_645,5G,cell_1,1
existing_site_2,lot_646,4G,cell_2,1
existing_site_2,lot_646,5G,cell_2,1
existing_site_2,lot_647,4G,cell_3,1
existing_site_2,lot_647,5G,cell_3,1
existing_site_2,lot_648,4G,cell_1,1
existing_site_2,lot_648,5G,cell_1,1
existing_site_2,lot_649,4G,cell_2,1
existing_site_2,lot_649,5G,cell_2,1
existing_site_2,lot_650,4G,cell_3,1
existing_site_2,lot_650,5G,cell_3,1
existing_site_2,lot_651,4G,cell_1,1
existing_site_2,lot_651,5G,cell_1,1
existing_site_2,lot_652,4G,cell_2,1
existing_site_2,lot_652,5G,cell_2,1
existing_site_2,lot_654,4G,cell_3,1
existing_site_2,lot_654,5G,cell_3,1
existing_site_2,lot_655,4G,cell_1,1
existing_site_2,lot_655,5G,cell_1,1
existing_site_2,lot_685,4G,cell_2,1
existing_site_2,lot_685,5G,cell_2,1
existing_site_2,lot_686,4G,cell_3,1
existing_site_2,lot_686,5G,cell_3,1
existing_site_2,lot_687,4G,cell_1,1
existing_site_2,lot_687,5G,cell_1,1
existing_site_2,lot_689,4G,cell_2,1
existing_site_2,lot_689,5G,cell_2,1
existing_site_2,lot_690,4G,cell_3,1
existing_site_2,lot_690,5G,cell_3,1
existing_site_2,lot_691,4G,cell_1,1
existing_site_2,lot_691,5G,cell_1,1
existing_site_2,lot_692,4G,cell_2,1
existing_site_2,lot_692,5G,cell_2,1
existing_site_2,lot_693,4G,cell_3,1
existing_site_2,lot_693,5G,cell_3,1
existing_site_2,lot_694,4G,cell_1,1
existing_site_2,lot_694,5G,cell_1,1
existing_site_2,lot_696,4G,cell_2,1
existing_site_2,lot_696,5G,cell_2,1
existing_site_2,lot_697,4G,cell_3,1
existing_site_2,lot_697,5G,cell_3,1
existing_site_2,lot_698,4G,cell_1,1
existing_site_2,lot_698,5G,cell_1,1
existing_site_2,lot_700,4G,cell_2,1
existing_site_2,lot_700,5G,cell_2,1
existing_site_2,lot_702,4G,cell_3,1
existing_site_2,lot_702,5G,cell_3,1
existing_site_2,lot_703,4G,cell_1,1
existing_site_2,lot_703,5G,cell_1,1
existing_site_2,lot_704,4G,cell_2,1
existing_site_2,lot_704,5G,cell_2,1
existing_site_2,lot_731,4G,cell_3,1
existing_site_2,lot_731,5G,cell_3,1
existing_site_2,lot_732,4G,cell_1,1
existing_site_2,lot_732,5G,cell_1,1
existing_site_2,lot_733,4G,cell_2,1
existing_site_2,lot_733,5G,cell_2,1
existing_site_2,lot_734,4G,cell_3,1
existing_site_2,lot_734,5G,cell_3,1
existing_site_2,lot_735,4G,cell_1,1
existing_site_2,lot_735,5G,cell_1,1
existing_site_2,lot_736,4G,cell_2,1
existing_site_2,lot_736,5G,cell_2,1
existing_site_2,lot_737,4G,cell_3,1
existing_site_2,lot_737,5G,cell_3,1
existing_site_2,lot_738,4G,cell_1,1
existing_site_2,lot_738,5G,cell_1,1
existing_site_2,lot_739,4G,cell_2,1
existing_site_2,lot_739,5G,cell_2,1
existing_site_2,lot_740,4G,cell_3,1
existing_site_2,lot_740,5G,cell_3,1
existing_site_2,lot_742,4G,cell_1,1
existing_site_2,lot_742,5G,cell_1,1
existing_site_2,lot_744,4G,cell_2,1
existing_site_2,lot_744,5G,cell_2,1
existing_site_2,lot_745,4G,cell_3,1
existing_site_2,lot_745,5G,cell_3,1
existing_site_2,lot_746,4G,cell_1,1
existing_site_2,lot_746,5G,cell_1,1
existing_site_2,lot_747,4G,cell_2,1
existing_site_2,lot_747,5G,cell_2,1
existing_site_2,lot_748,4G,cell_3,1
existing_site_2,lot_748,5G,cell_3,1
existing_site_2,lot_749,4G,cell_1,1
existing_site_2,lot_749,5G,cell_1,1
existing_site_2,lot_751,4G,cell_2,1
existing_site_2,lot_751,5G,cell_2,1
existing_site_2,lot_752,4G,cell_3,1
existing_site_2,lot_752,5G,cell_3,1
existing_site_2,lot_777,4G,cell_1,1
existing_site_2,lot_777,5G,cell_1,1
existing_site_2,lot_778,4G,cell_2,1
existing_site_2,lot_778,5G,cell_2,1
existing_site_2,lot_779,4G,cell_3,1
existing_site_2,lot_779,5G,cell_3,1
existing_site_2,lot_780,4G,cell_1,1
existing_site_2,lot_780,5G,cell_1,1
existing_site_2,lot_781,4G,cell_2,1
existing_site_2,lot_781,5G,cell_2,1
existing_site_2,lot_782,4G,cell_3,1
existing_site_2,lot_782,5G,cell_3,1
existing_site_2,lot_783,4G,cell_1,1
existing_site_2,lot_783,5G,cell_1,1
existing_site_2,lot_785,4G,cell_2,1
existing_site_2,lot_785,5G,cell_2,1
existing_site_2,lot_787,4G,cell_3,1
existing_site_2,lot_787,5G,cell_3,1
existing_site_2,lot_788,4G,cell_1,1
existing_site_2,lot_788,5G,cell_1,1
existing_site_2,lot_790,4G,cell_2,1
existing_site_2,lot_790,5G,cell_2,1
existing_site_2,lot_791,4G,cell_3,1
existing_site_2,lot_791,5G,cell_3,1
existing_site_2,lot_792,4G,cell_1,1
existing_site_2,lot_792,5G,cell_1,1
existing_site_2,lot_793,4G,cell_2,1
existing_site_2,lot_793,5G,cell_2,1
existing_site_2,lot_794,4G,cell_3,1
existing_site_2,lot_794,5G,cell_3,1
existing_site_2,lot_795,4G,cell_1,1
existing_site_2,lot_795,5G,cell_1,1
existing_site_2,lot_796,4G,cell_2,1
existing_site_2,lot_796,5G,cell_2,1
existing_site_2,lot_797,4G,cell_3,1
existing_site_2,lot_797,5G,cell_3,1
existing_site_2,lot_799,4G,cell_1,1
existing_site_2,lot_799,5G,cell_1,1
existing_site_2,lot_824,4G,cell_2,1
existing_site_2,lot_824,5G,cell_2,1
existing_site_2,lot_825,4G,cell_3,1
existing_site_2,lot_825,5G,cell_3,1
existing_site_2,lot_826,4G,cell_1,1
existing_site_2,lot_826,5G,cell_1,1
existing_site_2,lot_827,4G,cell_2,1
existing_site_2,lot_827,5G,cell_2,1
existing_site_2,lot_828,4G,cell_3,1
existing_site_2,lot_828,5G,cell_3,1
existing_site_2,lot_829,4G,cell_1,1
existing_site_2,lot_829,5G,cell_1,1
existing_site_2,lot_830,4G,cell_2,1
existing_site_2,lot_830,5G,cell_2,1
existing_site_2,lot_831,4G,cell_3,1
existing_site_2,lot_831,5G,cell_3,1
existing_site_2,lot_832,4G,cell_1,1
existing_site_2,lot_832,5G,cell_1,1
existing_site_2,lot_833,4G,cell_2,1
existing_site_2,lot_833,5G,cell_2,1
existing_site_2,lot_836,4G,cell_3,1
existing_site_2,lot_836,5G,cell_3,1
existing_site_2,lot_837,4G,cell_1,1
existing_site_2,lot_837,5G,cell_1,1
existing_site_2,lot_839,4G,cell_2,1
existing_site_2,lot_839,5G,cell_2,1
existing_site_2,lot_840,4G,cell_3,1
